"From Date","To Date","PM2.5","PM10","NO","NO2","NOx","NH3","SO2","CO","Ozone","WS","Temp"
"06-12-2024 00:00","06-12-2024 08:00","138.75","308.75","6.63","233.45","125.89","49.58","14.1","2.46","3.38","0.64","None"
"06-11-2024 16:00","07-11-2024 00:00","308","722.57","259.14","128.01","278.77","53.18","7.74","3.26","124.97","0.33","None"
"06-11-2024 08:00","06-11-2024 16:00","169.2","326.8","30.22","83.22","68.85","67.76","9.63","1.52","38.88","1.01","None"
"06-11-2024 00:00","06-11-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"06-10-2024 16:00","07-10-2024 00:00","53.77","374.61","46.33","57.09","68.25","21.39","69.06","1.83","80.86","0.89","None"
"06-10-2024 08:00","06-10-2024 16:00","52.48","405.62","36.4","44.72","53.38","23.05","71.49","1.76","80.02","1.47","None"
"06-10-2024 00:00","06-10-2024 08:00","88.74","772","164.58","57.47","164.35","29.25","6.65","3.04","74.61","0.72","None"
"06-09-2024 16:00","07-09-2024 00:00","39","90.57","23.03","58.24","92.7","34.58","6.23","1.35","None","1.96","None"
"06-09-2024 08:00","06-09-2024 16:00","35.75","76.65","24.56","69.92","49.92","23.55","1.93","1.45","33.8","2.71","None"
"06-09-2024 00:00","06-09-2024 08:00","73.5","138.12","96.96","104.95","147.28","33.84","2.75","2.41","36.03","0.42","None"
"06-08-2024 16:00","07-08-2024 00:00","57.07","184.38","25","33.97","38.39","21.75","27.9","0.43","61.82","0.3","None"
"06-08-2024 08:00","06-08-2024 16:00","46.68","183.37","15.39","27.68","27.23","20.11","27.03","0.87","62.18","0.3","None"
"06-08-2024 00:00","06-08-2024 08:00","26.25","55.38","9.25","20.99","18.67","27.34","26.67","1.17","61.59","0.3","None"
"06-07-2024 16:00","07-07-2024 00:00","33.17","113.57","9.79","12.8","14.77","11.21","8.84","2.04","29.25","0.3","None"
"06-07-2024 08:00","06-07-2024 16:00","38.43","123.5","14.3","6.83","15.1","12.31","10.26","2.65","30.06","0.3","None"
"06-07-2024 00:00","06-07-2024 08:00","28.35","65.77","9.06","4.9","9.08","14.77","9.92","2.5","30.08","0.3","None"
"06-06-2024 16:00","07-06-2024 00:00","81.88","380.38","28.43","94.62","73.44","47.36","17.34","4.03","106.3","0.95","None"
"06-06-2024 08:00","06-06-2024 16:00","62.38","209.12","22.86","78.97","60.59","45.94","16.49","3.64","107.3","1.49","None"
"06-06-2024 00:00","06-06-2024 08:00","57.48","173.58","27.91","58.17","53.65","64.84","15.28","3.63","83.25","1.2","None"
"06-05-2024 16:00","07-05-2024 00:00","118","386.62","145.6","114.29","197.46","28.2","12.26","3.55","33.69","0.41","None"
"06-05-2024 08:00","06-05-2024 16:00","122.9","323.89","45.93","79.28","79.51","32.99","20.62","1.66","77.43","0.69","None"
"06-05-2024 00:00","06-05-2024 08:00","129.84","347.33","69.84","61.88","89.73","35.47","29.8","1.5","24.62","0.34","None"
"06-04-2024 16:00","07-04-2024 00:00","60.19","225","42.8","83.11","79.03","11.64","3.28","0.65","17.3","0.45","None"
"06-04-2024 08:00","06-04-2024 16:00","79.16","265.53","33.74","68.27","63.8","10.32","43","0.68","58.27","0.64","None"
"06-04-2024 00:00","06-04-2024 08:00","90.97","198.44","43.3","50.98","62.32","6.69","27.61","0.8","26.53","0.34","None"
"06-03-2024 16:00","07-03-2024 00:00","77.23","198.23","47.1","95.5","89.03","14.88","27.93","1.4","23.58","0.35","None"
"06-03-2024 08:00","06-03-2024 16:00","73.91","180.09","37.72","73.61","69.86","14.51","32.46","1.39","38.39","0.53","None"
"06-03-2024 00:00","06-03-2024 08:00","64.96","128.79","25.49","44.6","44.42","15.5","23.19","1.22","28.62","0.37","None"
"06-02-2024 16:00","07-02-2024 00:00","91.06","352.5","119.55","113.02","157.32","24.99","19.57","2.26","19.17","0.41","None"
"06-02-2024 08:00","06-02-2024 16:00","77.31","258.53","62","74.93","90.25","19.01","19.05","1.64","19.11","0.76","None"
"06-02-2024 00:00","06-02-2024 08:00","76.53","163.88","41.24","43.78","56.85","16.99","15.26","1.61","18.27","0.31","None"
"06-01-2024 16:00","07-01-2024 00:00","253.31","450.81","102.85","93.13","133.13","30","18.05","4.17","14.71","0.31","None"
"06-01-2024 08:00","06-01-2024 16:00","243.5","400.44","73.39","71.03","97.4","33.77","20.46","3.77","15.38","0.45","None"
"06-01-2024 00:00","06-01-2024 08:00","173.09","278.75","32.57","41.79","48.68","40.08","18.41","2.76","14.74","0.4","None"
"05-12-2024 16:00","06-12-2024 00:00","113.57","316.25","5.48","246.94","131.9","41.57","15.22","2.66","6.23","0.47","None"
"05-12-2024 08:00","05-12-2024 16:00","80.97","238.42","3.52","93.72","49.04","37.42","5.64","0.99","17.74","1.43","None"
"05-12-2024 00:00","05-12-2024 08:00","94.15","200.77","3.78","117.99","63.24","43.27","5.6","0.98","4.45","0.69","None"
"05-11-2024 16:00","06-11-2024 00:00","166.33","477.2","184.78","115.43","211.65","62.96","0.8","1.81","24.92","0.47","None"
"05-11-2024 08:00","05-11-2024 16:00","214","361","63.17","80.15","93.97","73.54","6.13","1.85","24.29","1.71","None"
"05-11-2024 00:00","05-11-2024 08:00","385.88","792.12","325.23","90.21","415.6","80.36","27.13","6.7","126.35","0.42","None"
"05-10-2024 16:00","06-10-2024 00:00","95.14","500.2","139.55","51.85","141.41","26.46","12.27","2.65","79.77","0.53","None"
"05-10-2024 08:00","05-10-2024 16:00","55.9","374.62","48.55","57.93","81.33","24.67","12.08","1.17","72.43","1.33","None"
"05-10-2024 00:00","05-10-2024 08:00","170.43","566.83","151.02","78.95","185.9","30.08","18.12","1.8","137.63","0.59","None"
"05-09-2024 16:00","06-09-2024 00:00","85.31","207.75","107.76","106.14","162.42","24.94","2.37","2.96","35.45","0.78","None"
"05-09-2024 08:00","05-09-2024 16:00","59.93","145.88","35.9","98.26","82.03","23.62","2.47","1.92","35.12","1.02","None"
"05-09-2024 00:00","05-09-2024 08:00","28.46","65.61","64.92","114.6","101.76","54.71","1.53","1.89","35.39","0.44","None"
"05-08-2024 16:00","06-08-2024 00:00","38.58","87.62","6.79","24.87","18.76","25.67","29.34","1.36","62.86","0.3","None"
"05-08-2024 08:00","05-08-2024 16:00","31.75","98.25","7.03","18.8","15.71","23.46","25.67","1.24","62.66","0.3","None"
"05-08-2024 00:00","05-08-2024 08:00","26.5","61.25","6.67","19.97","16.04","26.54","26.9","1.25","62.55","0.3","None"
"05-07-2024 16:00","06-07-2024 00:00","32","78.23","7.96","6.07","9.44","18.89","8.58","2.07","49.74","0.3","None"
"05-07-2024 08:00","05-07-2024 16:00","41.14","59.75","7.6","7.97","10.42","19.48","14.7","1.4","81.04","0.3","None"
"05-07-2024 00:00","05-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"05-06-2024 16:00","06-06-2024 00:00","94.25","429.5","41.05","75.89","73.72","87.19","11.37","3.79","86.83","1.98","None"
"05-06-2024 08:00","05-06-2024 16:00","151.67","442.62","56.83","39.18","67.08","65.94","25.48","3.65","None","1.26","None"
"05-06-2024 00:00","05-06-2024 08:00","213","497.88","280.1","71.28","271.34","42.95","29.66","5.1","12.12","0.42","None"
"05-05-2024 16:00","06-05-2024 00:00","94.13","299.1","56.57","85.38","91.4","31.76","15.9","1.64","37.62","0.36","None"
"05-05-2024 08:00","05-05-2024 16:00","160.4","403.5","60.5","104.75","104.75","45.45","41.36","2.27","73.39","0.49","None"
"05-05-2024 00:00","05-05-2024 08:00","233.59","661.1","373.18","114.72","399.67","65.26","31.48","6.34","9.96","0.32","None"
"05-04-2024 16:00","06-04-2024 00:00","57.5","229.44","38.58","65.47","66.18","8.14","26.6","0.91","19.7","0.39","None"
"05-04-2024 08:00","05-04-2024 16:00","56.96","226.88","38.74","61.4","64.12","12.85","20.91","0.42","38.17","0.78","None"
"05-04-2024 00:00","05-04-2024 08:00","95.59","292.06","56.43","61.98","78.84","7.25","26.86","0.66","13.75","0.37","None"
"05-03-2024 16:00","06-03-2024 00:00","45.25","130.22","27.64","53.27","50.82","18.35","18.33","1.07","30.15","0.58","None"
"05-03-2024 08:00","05-03-2024 16:00","63.82","166","37.19","64.38","64.47","17.43","23.02","1.25","35.89","0.75","None"
"05-03-2024 00:00","05-03-2024 08:00","57.54","160.43","34.06","55.89","57.46","16.46","14.02","1.29","19.43","0.32","None"
"05-02-2024 16:00","06-02-2024 00:00","90.68","245.45","49.19","65.04","74.55","11.4","6.04","1.96","18.55","0.32","None"
"05-02-2024 08:00","05-02-2024 16:00","83.69","216.09","67.55","76.47","95.42","23.7","13.34","2.28","18.53","0.41","None"
"05-02-2024 00:00","05-02-2024 08:00","82.09","123.91","45","61.2","69.13","48.69","20.33","2.38","20.33","0.49","None"
"05-01-2024 16:00","06-01-2024 00:00","228.16","349.94","61.21","60.18","81.75","42.74","13.02","2.2","14.46","0.34","None"
"05-01-2024 08:00","05-01-2024 16:00","250.62","417","89.83","67.62","108.96","40.06","11.97","2.45","16.14","0.33","None"
"05-01-2024 00:00","05-01-2024 08:00","176.06","271","47.04","49.59","64.58","44.75","9.17","1.96","15.14","0.3","None"
"04-12-2024 16:00","05-12-2024 00:00","65.75","251.5","6.95","144.13","76.53","45.95","6.05","1.06","6.81","0.69","None"
"04-12-2024 08:00","04-12-2024 16:00","51.9","207.25","3.97","76.15","38.48","38.41","6.43","1.12","16.91","1.35","None"
"04-12-2024 00:00","04-12-2024 08:00","84.75","172.62","3.6","74.19","41.03","46.06","6.18","1.08","6.16","0.88","None"
"04-11-2024 16:00","05-11-2024 00:00","286.57","702.78","263.22","127.38","310.64","63.04","25.5","4.08","16.06","0.33","None"
"04-11-2024 08:00","04-11-2024 16:00","259","486.5","90.22","100.43","126.76","61.19","None","2.27","22.73","0.95","None"
"04-11-2024 00:00","04-11-2024 08:00","464.88","728.2","344.15","81.53","351.5","63","3.76","5.28","9.93","0.37","None"
"04-10-2024 16:00","05-10-2024 00:00","101.33","602.12","124.85","66.78","137.03","42.1","12.57","1.34","70.01","0.43","None"
"04-10-2024 08:00","04-10-2024 16:00","48.14","415.62","59.76","47.01","73.59","30.82","39.33","0.63","69.08","1.34","None"
"04-10-2024 00:00","04-10-2024 08:00","169.9","834.5","235.66","52.82","219.69","25.64","46.91","2.53","116.43","0.37","None"
"04-09-2024 16:00","05-09-2024 00:00","23","57.86","131.1","68.11","142.57","26.27","3","2.56","35.82","0.58","None"
"04-09-2024 08:00","04-09-2024 16:00","34.7","201.5","30.3","55.15","53.95","20.01","1.8","1.25","35.52","1.37","None"
"04-09-2024 00:00","04-09-2024 08:00","32.96","89.75","30.66","95.85","74.33","20.21","1.01","0.29","35.23","1.17","None"
"04-08-2024 16:00","05-08-2024 00:00","38.5","123.25","16.98","28.06","28.74","22.94","41.26","1.45","63.05","0.3","None"
"04-08-2024 08:00","04-08-2024 16:00","28.97","119.48","8.19","19.24","16.9","22.25","42.05","1.29","62.5","0.3","None"
"04-08-2024 00:00","04-08-2024 08:00","25.73","73.9","9.42","25.54","21.24","24.71","39.7","1.31","62.92","0.3","None"
"04-07-2024 16:00","05-07-2024 00:00","37.4","105.45","6.48","5.48","8.19","18.22","13.38","1.47","82.77","0.84","None"
"04-07-2024 08:00","04-07-2024 16:00","46.85","91.92","8.72","2.23","8.29","17.32","14.93","0.05","76.83","0.93","None"
"04-07-2024 00:00","04-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"04-06-2024 16:00","05-06-2024 00:00","131.62","429.25","170.63","99.48","191.63","34.26","19.06","5.31","6.49","0.53","None"
"04-06-2024 08:00","04-06-2024 16:00","117","304.12","33.45","73.73","66.39","26.3","14.57","4.07","37.91","1.16","None"
"04-06-2024 00:00","04-06-2024 08:00","85","318.12","23.56","55.34","48.58","23.07","14.01","2.84","14.81","1.16","None"
"04-05-2024 16:00","05-05-2024 00:00","169.5","480.62","190.25","138.12","234.48","24.12","35.59","4.2","29.95","0.34","None"
"04-05-2024 08:00","04-05-2024 16:00","145.26","369.16","43.95","93.54","85.39","30.05","41.37","1.73","106.05","0.63","None"
"04-05-2024 00:00","04-05-2024 08:00","126.62","350.5","108.58","82.67","132.27","24.87","52.25","0.74","14.06","0.3","None"
"04-04-2024 16:00","05-04-2024 00:00","60.68","328.87","85","112.59","129.02","12.77","15.39","1.49","21.09","0.34","None"
"04-04-2024 08:00","04-04-2024 16:00","54.7","232.26","25.54","63.15","54.34","9.59","26.51","1.26","61.06","0.58","None"
"04-04-2024 00:00","04-04-2024 08:00","145.18","290.28","34.48","53.25","56.36","6.06","36.23","3.98","13.96","0.31","None"
"04-03-2024 16:00","05-03-2024 00:00","51.76","169.72","28.87","67.78","59.49","16.87","17.64","1.15","24","0.44","None"
"04-03-2024 08:00","04-03-2024 16:00","48.37","138.97","37.23","69.58","67.41","20.55","15.04","1.33","26.94","0.99","None"
"04-03-2024 00:00","04-03-2024 08:00","90.97","169.16","39.78","50.22","59.03","27.41","11.7","1.48","15.78","0.43","None"
"04-02-2024 16:00","05-02-2024 00:00","110.54","184.93","15.17","70.41","49.78","49.57","None","1.94","19.24","0.99","None"
"04-02-2024 08:00","04-02-2024 16:00","110.44","164.84","21.38","73.39","56.44","61.11","None","1.76","24.15","1.04","None"
"04-02-2024 00:00","04-02-2024 08:00","198.03","361.94","152.98","103.15","179.25","77.69","7.73","3.54","24.18","0.33","None"
"04-01-2024 16:00","05-01-2024 00:00","266.06","413.53","83.83","64.55","102.47","41.92","9.74","2.4","14.31","0.32","None"
"04-01-2024 08:00","04-01-2024 16:00","309.53","525.84","112.15","87.24","137.62","36.22","11.01","1.91","14.51","0.33","None"
"04-01-2024 00:00","04-01-2024 08:00","246.59","369.28","77.04","61.43","95.28","26.43","9.57","1.26","14.31","0.3","None"
"03-12-2024 16:00","04-12-2024 00:00","105.36","355.84","6.29","220.56","119.19","52.58","15.83","2.77","3.8","0.5","None"
"03-12-2024 08:00","03-12-2024 16:00","157.54","295","3.52","95.15","50.71","53.81","10.31","1.8","9.98","1.07","None"
"03-12-2024 00:00","03-12-2024 08:00","190.47","371.26","3.88","204.18","110.08","57.53","20.52","3.59","3.76","0.35","None"
"03-11-2024 16:00","04-11-2024 00:00","286.29","557.33","243.69","104.97","280.04","48.64","8.23","3.5","11.91","0.36","None"
"03-11-2024 08:00","03-11-2024 16:00","294","525.88","111.88","96.57","142.32","52.77","18.95","2.78","110.84","0.87","None"
"03-11-2024 00:00","03-11-2024 08:00","362.25","704.25","262.31","71.17","264.58","47.58","11.17","3.49","156.91","0.3","None"
"03-10-2024 16:00","04-10-2024 00:00","131.33","601.84","174.64","85.07","187.22","21.61","30.4","1.84","84.25","0.44","None"
"03-10-2024 08:00","03-10-2024 16:00","59","384.62","52.9","53.36","71.39","24.44","25.15","0.6","77.37","1.25","None"
"03-10-2024 00:00","03-10-2024 08:00","111.5","719.83","140.67","47.29","139.52","24.4","22.09","1.82","63.1","0.46","None"
"03-09-2024 16:00","04-09-2024 00:00","47.05","222.48","26.78","64","55.81","31.49","6.26","0.98","52.58","1.6","None"
"03-09-2024 08:00","03-09-2024 16:00","37.57","101.29","19.72","51.7","32.53","20.22","19.91","0.87","59.1","2.79","None"
"03-09-2024 00:00","03-09-2024 08:00","36.7","87","15.79","62.91","45.85","27.78","18.08","0.63","60.54","1.68","None"
"03-08-2024 16:00","04-08-2024 00:00","27.25","119.52","8.15","29.12","22.11","16.49","22.59","1.54","60.72","0.3","None"
"03-08-2024 08:00","03-08-2024 16:00","40.55","91.97","7.25","22.98","18.11","24.45","25.3","1.43","121.84","0.3","None"
"03-08-2024 00:00","03-08-2024 08:00","None","None","12.55","22.45","22.15","31.85","25.75","1.4","104.9","0.3","None"
"03-07-2024 16:00","04-07-2024 00:00","30.15","69","8.75","11.97","13.48","6.05","17.16","0.37","57.31","0.3","None"
"03-07-2024 08:00","03-07-2024 16:00","59.97","180.88","7.86","3.85","8.44","12.61","17.49","0.49","77.1","0.3","None"
"03-07-2024 00:00","03-07-2024 08:00","37.87","95.78","9.21","6.39","10.43","15.81","None","0.4","80.46","0.3","None"
"03-06-2024 16:00","04-06-2024 00:00","81.12","354.38","151.29","96.53","174.33","22.19","15.98","2.97","18.77","0.63","None"
"03-06-2024 08:00","03-06-2024 16:00","67.11","246.96","25.8","49.57","47.36","26.23","12.43","1.91","42.18","1.01","None"
"03-06-2024 00:00","03-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"03-05-2024 16:00","04-05-2024 00:00","108.86","324.25","68.86","94.48","105.92","21.08","18.44","1.29","38.93","0.37","None"
"03-05-2024 08:00","03-05-2024 16:00","95.42","299.23","46.8","79.27","80.29","26.12","31.63","0.91","89.82","1.04","None"
"03-05-2024 00:00","03-05-2024 08:00","165.38","380.66","109.89","96.22","140.58","24.37","38.24","1.5","16.11","0.3","None"
"03-04-2024 16:00","04-04-2024 00:00","95.91","325","46.46","92.13","86.79","11.05","44.09","3.61","29.82","0.5","None"
"03-04-2024 08:00","03-04-2024 16:00","53.59","215.55","17.78","78.01","43.87","9.64","26.52","3.03","74.99","0.64","None"
"03-04-2024 00:00","03-04-2024 08:00","124.84","290.06","4.35","None","1.74","0.1","39.65","3.47","9.83","0.31","None"
"03-03-2024 16:00","04-03-2024 00:00","67.36","182.89","35.54","73.21","67.82","42.33","15.86","1.38","12.95","0.47","None"
"03-03-2024 08:00","03-03-2024 16:00","71.33","193.22","35.54","52.66","57.26","34.24","17.38","1.69","18.84","0.95","None"
"03-03-2024 00:00","03-03-2024 08:00","58.41","102.44","50.25","44.76","64.69","42.98","14.81","1.69","12.58","1.35","None"
"03-02-2024 16:00","04-02-2024 00:00","187.41","606.59","194.96","157.44","242.23","48.3","25.05","4.5","17.08","0.3","None"
"03-02-2024 08:00","03-02-2024 16:00","97.81","331.12","82.09","119.28","130.15","23.66","10.83","2.33","15.28","0.51","None"
"03-02-2024 00:00","03-02-2024 08:00","74.75","179.34","42.93","58.71","66.14","25.82","7.82","1.75","15.04","0.33","None"
"03-01-2024 16:00","04-01-2024 00:00","344.06","493.97","120.46","93.01","147.44","22.7","18.63","2.75","14.79","0.31","None"
"03-01-2024 08:00","03-01-2024 16:00","232.69","345.78","64.7","77.44","93.78","27.27","17.92","2.16","16.68","0.74","None"
"03-01-2024 00:00","03-01-2024 08:00","166.03","241.84","23.89","42.58","42.03","25.83","8.98","1.62","15.05","0.48","None"
"02-12-2024 16:00","03-12-2024 00:00","124.5","388.35","5.65","287.61","159.95","54.42","23.73","4.15","5.13","0.35","None"
"02-12-2024 08:00","02-12-2024 16:00","121.62","256.75","4.04","92.81","48.52","48.55","9.36","1.64","12.52","0.97","None"
"02-12-2024 00:00","02-12-2024 08:00","204.88","383.5","5.02","188.54","101.43","55.85","18.12","3.17","3.45","0.33","None"
"02-11-2024 16:00","03-11-2024 00:00","282.77","595.88","176.44","104.22","198.87","42.01","13.3","2.68","75.54","0.38","None"
"02-11-2024 08:00","02-11-2024 16:00","179","406.65","67.79","80.98","98.19","42.14","0.2","2.03","23.79","0.71","None"
"02-11-2024 00:00","02-11-2024 08:00","465.63","708.5","300.82","65.74","279.54","53.08","9.3","3.63","7.22","0.41","None"
"02-10-2024 16:00","03-10-2024 00:00","113","526.75","148.07","60.77","152.72","20.71","87.96","1.76","64.08","0.46","None"
"02-10-2024 08:00","02-10-2024 16:00","79","401.5","34.96","53.33","56.78","21.44","120.93","0.93","70.15","1.38","None"
"02-10-2024 00:00","02-10-2024 08:00","126.62","625.67","132.25","61.29","142.94","22.18","61.11","1.89","57.25","0.37","None"
"02-09-2024 16:00","03-09-2024 00:00","55.53","131.09","12.04","41.68","31.95","24.55","15.34","1.23","59.28","2.13","None"
"02-09-2024 08:00","02-09-2024 16:00","48.17","134","14.8","43.51","45.02","20.6","15.52","0.76","60.27","3.03","None"
"02-09-2024 00:00","02-09-2024 08:00","43.79","79.29","30.44","76.75","56.49","33.23","14.59","0.13","66.4","2.25","None"
"02-08-2024 16:00","03-08-2024 00:00","58.33","71.5","17.98","37.83","34.7","28.17","25.45","1.78","116.35","0.4","None"
"02-08-2024 08:00","02-08-2024 16:00","28.07","53.33","5.86","16.24","13.39","27.81","25.24","1.4","97.67","0.3","None"
"02-08-2024 00:00","02-08-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"02-07-2024 16:00","03-07-2024 00:00","60.29","207.65","5.76","7.64","8.75","15.23","12.97","0.74","84.91","0.3","None"
"02-07-2024 08:00","02-07-2024 16:00","61.07","235.1","15.4","11.21","18.47","14.23","10.74","0.81","92.74","0.3","None"
"02-07-2024 00:00","02-07-2024 08:00","51.61","211.88","17.87","14.21","22.09","20.47","None","0.78","84.39","0.3","None"
"02-06-2024 16:00","03-06-2024 00:00","78.71","229.57","29.31","52.81","51.83","28.86","20.07","2.26","48.41","0.89","None"
"02-06-2024 08:00","02-06-2024 16:00","76.71","249","31.49","57.59","56.26","28.17","28.3","2.36","38.44","1.13","None"
"02-06-2024 00:00","02-06-2024 08:00","58.88","181.42","41.37","59.52","64.21","35.5","19.22","2.4","10.95","0.44","None"
"02-05-2024 16:00","03-05-2024 00:00","90.69","286.53","107.46","95.57","138.27","17.93","26.33","1.48","46.43","0.43","None"
"02-05-2024 08:00","02-05-2024 16:00","59.58","213.38","40.03","60.03","64.41","23.53","25.98","0.38","91.49","1.11","None"
"02-05-2024 00:00","02-05-2024 08:00","80.47","216.48","52.73","56.41","65.88","21.93","36.86","0.37","45.61","0.37","None"
"02-04-2024 16:00","03-04-2024 00:00","49.84","202.03","21.2","54.06","42.25","7.98","27.91","2.76","29.79","0.44","None"
"02-04-2024 08:00","02-04-2024 16:00","54.29","211","29.44","56.91","54.23","10.19","29.67","3.05","67.02","0.83","None"
"02-04-2024 00:00","02-04-2024 08:00","51.12","155.03","36.8","44.18","52.68","7.03","34.32","3.65","32.75","0.31","None"
"02-03-2024 16:00","03-03-2024 00:00","44.57","101.64","3.86","28.97","18.54","41.4","24.02","1.37","20.06","4.58","None"
"02-03-2024 08:00","02-03-2024 16:00","38.26","112.34","12.86","36.99","30.13","38.61","22.4","1.26","23.35","5.13","None"
"02-03-2024 00:00","02-03-2024 08:00","46.75","90.62","7.23","43.47","29","33.55","21.9","1.25","18.15","1.89","None"
"02-02-2024 16:00","03-02-2024 00:00","101.91","250.72","85.15","85.8","114.84","31.15","12.76","2.44","15.01","0.53","None"
"02-02-2024 08:00","02-02-2024 16:00","115.25","206.34","59.98","81.75","92.22","30.17","14.57","2.3","15.09","1.02","None"
"02-02-2024 00:00","02-02-2024 08:00","94.69","143.09","91.53","59.63","106.12","24.66","16.04","2.37","15.66","0.3","None"
"02-01-2024 16:00","03-01-2024 00:00","206.25","358.06","91","85.82","119.63","19.94","29.77","2.2","15.89","0.34","None"
"02-01-2024 08:00","02-01-2024 16:00","137.84","250.03","26.9","51.81","49.41","18.32","26.81","1.62","23.22","0.91","None"
"02-01-2024 00:00","02-01-2024 08:00","243.62","355.09","21.48","50.12","44.17","19.99","9.07","1.49","14.83","0.38","None"
"01-12-2024 16:00","02-12-2024 00:00","155","396","5.18","262.62","146.47","57.47","20.79","3.63","5.73","0.38","None"
"01-12-2024 08:00","01-12-2024 16:00","125.61","243","3.91","78.42","42.74","55.32","8.68","1.52","14.25","1","None"
"01-12-2024 00:00","01-12-2024 08:00","214.72","411.27","4.47","156.48","85.16","59.5","16.39","2.86","4.25","0.33","None"
"01-11-2024 16:00","02-11-2024 00:00","215.38","542.5","256.59","81.45","280.96","31.27","19.37","3.76","8.44","0.43","None"
"01-11-2024 08:00","01-11-2024 16:00","157.23","351.88","52.01","69.47","79.2","34.23","8.28","2.03","20.38","1.23","None"
"01-11-2024 00:00","01-11-2024 08:00","521.67","653.5","45.21","55.48","66.28","40.44","21.02","2.54","6.01","0.82","None"
"01-10-2024 16:00","02-10-2024 00:00","105.9","457.18","60.35","67.45","84.95","17.6","12.71","1.27","63.45","0.6","None"
"01-10-2024 08:00","01-10-2024 16:00","84.14","447.75","23.86","49.86","45.94","16.46","16.42","0.92","75.97","1.38","None"
"01-10-2024 00:00","01-10-2024 08:00","86.42","322.42","39.18","49.52","58.19","27.19","18.44","0.91","55.92","0.55","None"
"01-09-2024 16:00","02-09-2024 00:00","75.64","408.2","21.05","74.08","56.49","25.38","15.91","0.96","62.97","1.35","None"
"01-09-2024 08:00","01-09-2024 16:00","50.55","362.3","34.05","62.33","56.88","22.55","18.55","0.79","66.93","1.17","None"
"01-09-2024 00:00","01-09-2024 08:00","52.15","229.74","32.29","104.73","96.81","41.19","16.63","0.72","68.77","0.51","None"
"01-08-2024 16:00","02-08-2024 00:00","23","28","5.1","20.8","69.35","23.1","18.97","0.68","130.95","0.3","None"
"01-08-2024 08:00","01-08-2024 16:00","32.2","36.46","9.4","33.28","24.95","33.79","13.3","1.6","108.76","0.3","None"
"01-08-2024 00:00","01-08-2024 08:00","16.4","17.93","11.14","38.93","29.76","42.69","None","1.33","107.72","None","None"
"01-07-2024 16:00","02-07-2024 00:00","54.23","267","11.7","17.17","18.65","38.36","None","0.9","78.24","0.3","None"
"01-07-2024 08:00","01-07-2024 16:00","47","215","9.2","6.1","10.7","50.6","None","0.81","101.2","0.3","None"
"01-07-2024 00:00","01-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"01-06-2024 16:00","02-06-2024 00:00","75.25","313.43","53.09","63.48","76.93","34.1","17.62","2.4","14.72","1.17","None"
"01-06-2024 08:00","01-06-2024 16:00","133.57","338.14","59.08","54.26","76.97","27.96","7.04","1.71","21.12","1.24","None"
"01-06-2024 00:00","01-06-2024 08:00","147.3","418.5","145.11","100.9","171.67","39.15","9.21","2.93","5.14","0.38","None"
"01-05-2024 16:00","02-05-2024 00:00","55.43","258.23","50.91","65.39","76.33","16.67","18.36","0.49","54.33","0.91","None"
"01-05-2024 08:00","01-05-2024 16:00","51.19","256.28","47.55","51.26","65.86","20.66","31.41","0.51","70.39","1.67","None"
"01-05-2024 00:00","01-05-2024 08:00","121.59","302.06","32.32","59.05","56.82","22.79","42.85","0.96","31.7","0.65","None"
"01-04-2024 16:00","02-04-2024 00:00","38.12","180.84","31.9","61.29","58.52","14.88","33.88","3.37","47","0.53","None"
"01-04-2024 08:00","01-04-2024 16:00","30.76","191.52","42.09","63.23","67.85","20.44","31.62","3.42","62.77","0.89","None"
"01-04-2024 00:00","01-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"01-03-2024 16:00","02-03-2024 00:00","74.16","184.31","4.3","75.51","43.66","34.12","15.75","1.61","29.09","1.42","None"
"01-03-2024 08:00","01-03-2024 16:00","144.09","281.88","40.78","113.45","93.52","48.43","27.35","1.33","44.43","1.1","None"
"01-03-2024 00:00","01-03-2024 08:00","150.59","348.09","237.68","151.35","266.23","24.57","16.52","2.03","15.68","0.3","None"
"01-02-2024 16:00","02-02-2024 00:00","85.81","141.06","31.74","69.97","63.04","27.22","12.86","2.13","15.2","0.54","None"
"01-02-2024 08:00","01-02-2024 16:00","54.32","75.07","10.26","53.15","35.93","39.87","17.29","1.26","15.7","2.12","None"
"01-02-2024 00:00","01-02-2024 08:00","57.82","75.64","11.4","55.64","38.88","43.49","16.56","1.21","16.23","1.66","None"
"01-01-2024 16:00","02-01-2024 00:00","242.27","405.1","40.63","63.48","66.77","18.89","22.58","1.6","15.44","0.36","None"
"01-01-2024 08:00","01-01-2024 16:00","189.75","354.66","45.6","61.88","70.03","17.52","2.49","1.7","18.98","0.53","None"
"01-01-2024 00:00","01-01-2024 08:00","169.34","252.16","30.84","43.96","48.47","18.47","2.42","1.5","16.72","0.34","None"
